username;date;retweets;favorites;text;geo;mentions;hashtags;id;permalink
vaneleca;2017-01-30 18:54;3;0;"#SOSEducación #SOSVenezuela #SinGobiernosParalelos https:// twitter.com/luisstefanelli /status/826158755792482305 …";;;#SOSEducaci #SOSVenezuela #SinGobiernosParalelos;"826201962836291585";https://twitter.com/vaneleca/status/826201962836291585
Longfellowfaran;2017-01-30 17:53;1;0;"#MeekMill #Famous #Faces #Holly #SOSVenezuela #northamerica #World #UN #UK #US #USA #America #Teachings #Spiritual pic.twitter.com/kT2RUpbVB6 "";;;#MeekMill #Famous #Faces #Holly #SOSVenezuela #northamerica #World #UN #UK #US #USA #America #Teachings #Spiritual;"826186526635720704";https://twitter.com/Longfellowfaran/status/826186526635720704
vaneleca;2017-01-30 17:29;20;8;"Dónde queda a legitimidad del voto?dictadura declarada? Venezuela quiere desarrollarse #SinGobiernosParalelos que no resuelven #SOSVenezuela pic.twitter.com/xTQdkTHUqx";;;#SinGobiernosParalelos #SOSVenezuela;"826180627204599808";https://twitter.com/vaneleca/status/826180627204599808
renovarpapeles;2017-01-30 17:24;0;0;"#SOSVenezuela ¡POLÉMICA! El comentario “racista” de una periodista venezolana sobre Miss Haití que causó malestar… https:// goo.gl/b0MpJZ pic.twitter.com/6ydUsUcU3c";;;#SOSVenezuela;"826179263472685059";https://twitter.com/renovarpapeles/status/826179263472685059
elMono440;2017-01-30 17:24;0;0;"RT elparriba: #SosVenezuela ¡disponible! http:// paper.li/elparriba/1392 830482?edition_id=82fa17e0-e710-11e6-b0fb-0cc47a0d15fd … Tuits de: medstradingcorp #30ene";;;#SosVenezuela #30ene;"826179234381066241";https://twitter.com/elMono440/status/826179234381066241
vaneleca;2017-01-30 17:03;20;7;"El pueblo mediante el voto eligió y quiere continuar eligiendo a sus autoridades #SinGobiernosParalelos #SOSVenezuela pic.twitter.com/ZO32ADDPZt";;;#SinGobiernosParalelos #SOSVenezuela;"826173913629593602";https://twitter.com/vaneleca/status/826173913629593602
vaneleca;2017-01-30 16:54;16;5;"El descaro de una dictadura que hace y deshace en #Venezuela #Irrespetan la voluntad del pueblo #SinGobiernosParalelos #SOSVenezuela pic.twitter.com/ClQBnn94TW";;;#Venezuela #Irrespetan #SinGobiernosParalelos #SOSVenezuela;"826171764673748996";https://twitter.com/vaneleca/status/826171764673748996
vaneleca;2017-01-30 16:38;8;3;"#Irrespetan al pueblo en #Venezuela que quiere vivir #SinGobiernosParalelos #SOSVenezuela";;;#Irrespetan #Venezuela #SinGobiernosParalelos #SOSVenezuela;"826167767585914881";https://twitter.com/vaneleca/status/826167767585914881
solesunamortal;2017-01-30 16:38;0;0;"#sosvenezuela http:// us8.campaign-archive1.com/?u=e8c694fff24 75c339b45bab8a&id=4aea7d7840 …";;;#sosvenezuela;"826167666616496128";https://twitter.com/solesunamortal/status/826167666616496128
yoyiahu;2017-01-30 15:23;0;0;"Entonces según el leguleyo Escarra vamos a RR ahora si! #SosVenezuela";;;#SosVenezuela;"826148861093765120";https://twitter.com/yoyiahu/status/826148861093765120
PatriotaT3;2017-01-30 15:18;0;0;"#VenezuelaEnDictadura #SOSVenezuela #ResistenciaVzla @la_patilla @InformadorVeraz @RunRunesWeb @ElNacionalWeb @abc_es @elnuevoherald https:// twitter.com/Sororita/statu s/826037580852580353 …";;@la_patilla @InformadorVeraz @RunRunesWeb @ElNacionalWeb @abc_es @elnuevoherald;#VenezuelaEnDictadura #SOSVenezuela #ResistenciaVzla;"826147630841470977";https://twitter.com/PatriotaT3/status/826147630841470977
PatriotaT3;2017-01-30 15:17;0;0;"#VenezuelaEnDictadura #SOSVenezuela #ResistenciaVzla @la_patilla @InformadorVeraz @RunRunesWeb @ElNacionalWeb @abc_es @elnuevoherald https:// twitter.com/Sororita/statu s/826037764781199360 …";;@la_patilla @InformadorVeraz @RunRunesWeb @ElNacionalWeb @abc_es @elnuevoherald;#VenezuelaEnDictadura #SOSVenezuela #ResistenciaVzla;"826147295204896768";https://twitter.com/PatriotaT3/status/826147295204896768
PatriotaT3;2017-01-30 15:10;0;0;"¡NO+ #VenezuelaEnDictadura DE ¡NARCOTERRORISTA$! #SOSVenezuela #ResistenciaVzla @la_patilla @InformadorVeraz @RunRunesWeb @ElNacionalWeb https:// twitter.com/EP_Mundo/statu s/826061447755096064 …";;@la_patilla @InformadorVeraz @RunRunesWeb @ElNacionalWeb;#VenezuelaEnDictadura #SOSVenezuela #ResistenciaVzla;"826145655932538881";https://twitter.com/PatriotaT3/status/826145655932538881
PatriotaT3;2017-01-30 15:05;0;0;"#VenezuelaEnDictadura >¡NO+ ->mud$ COLABORACIONISTA$ TRAIDORE$ #SOSVenezuela #ResistenciaVzla @InformadorVeraz @RunRunesWeb @ElNacionalWeb https:// twitter.com/PoleoRafael/st atus/826126240088199168 …";;@InformadorVeraz @RunRunesWeb @ElNacionalWeb;#VenezuelaEnDictadura #SOSVenezuela #ResistenciaVzla;"826144434018463744";https://twitter.com/PatriotaT3/status/826144434018463744
fliacristiana;2017-01-30 15:00;0;0;"Que Dios more en #Venezuela . Da clic y rt http:// ow.ly/4nd1NK #PrayforVenezuela y RT #SOSVenezuela pic.twitter.com/7ScFvib23N";;;#Venezuela #PrayforVenezuela #SOSVenezuela;"826143131729010688";https://twitter.com/fliacristiana/status/826143131729010688
PatriotaT3;2017-01-30 14:44;0;0;"¡NO+ #VenezuelaEnDictadura DE ¡PSICOPATA$ GENOCIDA$! #SOSVenezuela #ResistenciaVzla @la_patilla @InformadorVeraz @RunRunesWeb @ElNacionalWeb https:// twitter.com/venezuela1612/ status/825904477463003136 …";;@la_patilla @InformadorVeraz @RunRunesWeb @ElNacionalWeb;#VenezuelaEnDictadura #SOSVenezuela #ResistenciaVzla;"826138935462096897";https://twitter.com/PatriotaT3/status/826138935462096897
renovarpapeles;2017-01-30 14:21;0;0;"#SOSVenezuela ¡PA’L RECUERDO! El día que Mario Silva llamó “malvada” a la nueva enchufada Carolina Cestari (+Video) https:// goo.gl/NZgxxl pic.twitter.com/KiR9fHQAXV";;;#SOSVenezuela;"826133245464940544";https://twitter.com/renovarpapeles/status/826133245464940544
venezuelaenpazZ;2017-01-30 14:08;2;0;"#SosVenezuela ¡CRÍMENES DE LESA HUMANIDAD! 8.400 presos sufren enfermedades crónicas e infectocontagiosas en el país";;;#SosVenezuela;"826129927200178177";https://twitter.com/venezuelaenpazZ/status/826129927200178177
DeCarcajandose;2017-01-30 14:00;0;0;"RT MichelPesquera: Nadie tiene que pedir por favor lo que por derecho le corresponde #SOSVenezuela";;;#SOSVenezuela;"826127949258686465";https://twitter.com/DeCarcajandose/status/826127949258686465
DiabeticosconD;2017-01-30 13:36;0;0;"#SOSVenezuela #EstoEsDictadura #Narcolás #NarcoEstado #NarcoSobrinos … https://www. instagram.com/p/BP5arMvAncvo z9q0K8kM1OeE2MvdMR23xgXM5A0/ …";;;#SOSVenezuela #EstoEsDictadura #Narcol #NarcoEstado #NarcoSobrinos;"826122046069432320";https://twitter.com/DiabeticosconD/status/826122046069432320
elMono440;2017-01-30 13:24;0;0;"RT elparriba: #SosVenezuela ¡disponible! http:// paper.li/elparriba/1392 830482?edition_id=82fa17e0-e710-11e6-b0fb-0cc47a0d15fd … Tuits de: marianallovera1 schiller713 josetron #sosvenezuela #30ene";;;#SosVenezuela #sosvenezuela #30ene;"826118903864709120";https://twitter.com/elMono440/status/826118903864709120
bruno_leonard_;2017-01-30 12:51;0;0;"Eu não! #Venezuela #Cuba #Bolívia #sosVenezuela #cu #cubalança #cubalançar #cubalançado #lança #euquerover #querover https:// twitter.com/ajulysantos/st atus/825518803882618881 …";;;#Venezuela #Cuba #Bol #sosVenezuela #cu #cubalan #cubalan #cubalan #lan #euquerover #querover;"826110688233979904";https://twitter.com/bruno_leonard_/status/826110688233979904
JenBarretoLeyva;2017-01-30 12:28;0;0;"#venezuela #sosvenezuela #iyourvoicevenezuela #iprayforyouvenezuela https://www. instagram.com/p/BP5S0qXg1Xx/";;;#venezuela #sosvenezuela #iyourvoicevenezuela #iprayforyouvenezuela;"826104780397408259";https://twitter.com/JenBarretoLeyva/status/826104780397408259
andpera;2017-01-30 12:21;0;0;"Porqué la @Almagro_OEA2015 actuó en Perú y en #SosVenezuela no aplica la carta democratica @soyfdelrinconVE @hramosallup @JulioBorges @m1628 https:// twitter.com/soyfdelrinconV E/status/826101416456368128 …";;@Almagro_OEA2015 @soyfdelrinconVE @hramosallup @JulioBorges @m1628;#SosVenezuela;"826102980717973505";https://twitter.com/andpera/status/826102980717973505
andpera;2017-01-30 12:09;0;0;"ya es hora de que se haga justicia con #SosVenezuela les espera Corte de la Haya @soyfdelrinconVE @hramosallup @colominaM @MariaCorinaYA https:// twitter.com/soyfdelrinconV E/status/826093873311150088 …";;@soyfdelrinconVE @hramosallup @colominaM @MariaCorinaYA;#SosVenezuela;"826100123675553792";https://twitter.com/andpera/status/826100123675553792
