username;date;retweets;favorites;text;geo;mentions;hashtags;id;permalink
CafedeVenezuela;2017-05-26 11:02;6;4;"#LaPazExigeDialogo | El equipo de @CafedeVenezuela dicen la #ConstituyenteVA en apoyo a nuestro presidente obrero @NicolasMaduro pic.twitter.com/YKb7lavhm8";;@CafedeVenezuela @NicolasMaduro;#LaPazExigeDialogo #ConstituyenteVA;"868120177052975104";https://twitter.com/CafedeVenezuela/status/868120177052975104
IncesBocono;2017-05-26 11:00;2;0;"Entrega de documentos al Ministerio Público en apoyo a la Constituyente #ConstituyenteVA #SomosPuebloDePaz pic.twitter.com/G6Vb3ds8s7";;;#ConstituyenteVA #SomosPuebloDePaz;"868119689439870977";https://twitter.com/IncesBocono/status/868119689439870977
mariaberivas;2017-05-26 10:57;0;0;"#ConstituyenteVA";;;#ConstituyenteVA;"868118827762159616";https://twitter.com/mariaberivas/status/868118827762159616
SAREN_FA332;2017-05-26 10:54;0;0;"#ConstituyenteVA https:// twitter.com/SAREN_ZUL198/s tatus/868115457865392129 …";;;#ConstituyenteVA;"868118206317305857";https://twitter.com/SAREN_FA332/status/868118206317305857
MTahanian;2017-05-26 10:45;5;4;"@unefa_ve #NúcleoSucre eleva oraciones y plegarias por la vida y la paz de Venezuela. #ConstituyenteVA pic.twitter.com/YsXIG7ighV";;@unefa_ve;#N #ConstituyenteVA;"868115797943754756";https://twitter.com/MTahanian/status/868115797943754756
chldd;2017-05-26 10:37;0;0;"Felicitaciones Camaradas. venceremos x la Paz de Americalatina y el Mundo ! Bendiciones ! #ConstituyenteVA , #ConstituyenteYPaz . https:// twitter.com/dcabellor/stat us/867912962610266116 …";;;#ConstituyenteVA #ConstituyenteYPaz;"868113945953005568";https://twitter.com/chldd/status/868113945953005568
fasganzve;2017-05-26 10:36;27;1;"#ConstituyenteVA @NicolasMaduro @dcabellor @GobNelsonMoreno @psuvaristobulo pic.twitter.com/SKTojHmFhh";;@NicolasMaduro @dcabellor @GobNelsonMoreno @psuvaristobulo;#ConstituyenteVA;"868113610324803585";https://twitter.com/fasganzve/status/868113610324803585
FONTURINSUMOS;2017-05-26 10:34;0;0;"#LaPazExigeDialogo #ConstituyenteVA https:// twitter.com/VTVcanal8/stat us/867957996348952577 …";;;#LaPazExigeDialogo #ConstituyenteVA;"868113034564292608";https://twitter.com/FONTURINSUMOS/status/868113034564292608
OnofrioC;2017-05-26 10:30;0;0;"Retweeted REINALDO CASTAÑEDA ( @CastanedaRivas ): #ConstituyenteVa Ellos fomentan destrozos en espacios... http:// fb.me/8QQ8EVATS";;@CastanedaRivas;#ConstituyenteVa;"868112183070146561";https://twitter.com/OnofrioC/status/868112183070146561
dardotv;2017-05-26 10:30;0;0;"#ConstituyenteVA Los pueblos indígenas se mantienen en debate permanente rumbo a la Asamblea Nacional Constituyente @NicolasMaduro pic.twitter.com/e8nAhDkqW8";;@NicolasMaduro;#ConstituyenteVA;"868112119769825280";https://twitter.com/dardotv/status/868112119769825280
YonathanCreativ;2017-05-26 10:30;0;1;"Trabajadores mineros luchamos por la PAZ #LaPazExigeDialogo #ConstituyenteVa @andresbreuker @Ronaldsantiagos @EcoMineriaVE @CarbozuliaRedes https:// twitter.com/yeliderd/statu s/867826790894579712 …";;@andresbreuker @Ronaldsantiagos @EcoMineriaVE @CarbozuliaRedes;#LaPazExigeDialogo #ConstituyenteVa;"868112103055532032";https://twitter.com/YonathanCreativ/status/868112103055532032
alvarezfrank;2017-05-26 10:24;53;16;"#ConstituyenteVA #ConstituyenteYPaz CNE anuncia inscripción para elegir 543 Constituy…: http:// youtu.be/pcVDNv10vvw";;;#ConstituyenteVA #ConstituyenteYPaz;"868110478228193281";https://twitter.com/alvarezfrank/status/868110478228193281
fundacitetachi;2017-05-26 10:23;4;2;"Ahora| #ActivosConLaConstituyentePorlaPaz desdé la @ubv #Tachira #VenezuelaQuierePaz #ConstituyenteVA pic.twitter.com/sg5fzlDRny";;@ubv;#ActivosConLaConstituyentePorlaPaz #Tachira #VenezuelaQuierePaz #ConstituyenteVA;"868110396707786752";https://twitter.com/fundacitetachi/status/868110396707786752
felmarj1;2017-05-26 10:21;0;0;"#ConstituyenteVA Reunión con el ViceMinistro de Deporte para Todo.... pic.twitter.com/gjooi0t5gL";;;#ConstituyenteVA;"868109916959059969";https://twitter.com/felmarj1/status/868109916959059969
FONTURINSUMOS;2017-05-26 10:16;0;0;"#LaPazExigeDialogo #VenezuelaPazyVida #ConstituyenteVA https:// twitter.com/Constituye2017 /status/867884733610504193 …";;;#LaPazExigeDialogo #VenezuelaPazyVida #ConstituyenteVA;"868108626979942402";https://twitter.com/FONTURINSUMOS/status/868108626979942402
FONTURINSUMOS;2017-05-26 10:14;0;0;"#LaPazExigeDialogo #VenezuelaPazyVida #ConstituyenteVA https:// twitter.com/Constituye2017 /status/867917190917496832 …";;;#LaPazExigeDialogo #VenezuelaPazyVida #ConstituyenteVA;"868108121138487296";https://twitter.com/FONTURINSUMOS/status/868108121138487296
ViVe_Llanos;2017-05-26 10:08;0;0;"RT DPresidencia: #ConstituyenteVA FANB expresa su postura sobre la paz, protección y estabilidad del pueblo venezo… https:// twitter.com/i/web/status/8 67830910812651520 …";;;#ConstituyenteVA;"868106512534786048";https://twitter.com/ViVe_Llanos/status/868106512534786048
AMITABEROS;2017-05-26 10:07;3;2;"por eso la #ConstituyenteVA y !VA! Cada quien debe hacerse responsable ante la ley de lo que dice y afirma. #FiscaliaMafiosa";;;#ConstituyenteVA #FiscaliaMafiosa;"868106384369483776";https://twitter.com/AMITABEROS/status/868106384369483776
fundacitetachi;2017-05-26 10:07;2;1;"Ahora| #FundacitePresente desde @ubv #ConstituyentePorLaPaz , #ConstituyenteVA , #VenezuelaquierePaz pic.twitter.com/QvKFQS27oi";;@ubv;#FundacitePresente #ConstituyentePorLaPaz #ConstituyenteVA #VenezuelaquierePaz;"868106258565541889";https://twitter.com/fundacitetachi/status/868106258565541889
bar25libertad;2017-05-26 10:06;0;0;"#ConstituyenteVa - Blog de Chavezporsiempre http:// fb.me/sZZiV6qu";;;#ConstituyenteVa;"868105956974100482";https://twitter.com/bar25libertad/status/868105956974100482
AMITABEROS;2017-05-26 10:04;0;0;"esto es un antro con Al Capone y toda la mafia de Chicago. Por eso la #ConstituyenteVA Uds no se mandan solos!";;;#ConstituyenteVA;"868105545630265345";https://twitter.com/AMITABEROS/status/868105545630265345
Alex79c;2017-05-26 10:03;0;0;"RT SucreGob: #gESTION | EdwinRojasM: -Todo lo que hacemos es por nuestros niños, por el futuro de la Patria” (+IMAGEN) #ConstituyenteVa #…";;;#gESTION #ConstituyenteVa #;"868105323592257537";https://twitter.com/Alex79c/status/868105323592257537
LiliHeredia;2017-05-26 10:00;0;0;"Con #ConstituyenteVa y #LaPazExigeDialogo tendremos: #MaduroPorSiempre #HambrePorSiempre #SinMedicinasPorSiempre #ColasSabrosasParaSiempre";;;#ConstituyenteVa #LaPazExigeDialogo #MaduroPorSiempre #HambrePorSiempre #SinMedicinasPorSiempre #ColasSabrosasParaSiempre;"868104525479129090";https://twitter.com/LiliHeredia/status/868104525479129090
MariaJ1992;2017-05-26 10:00;0;0;"Con la derecha NADA!!! Por la revolución hasta la vida!! #ConstituyenteVA #LaPazExigeDialogo";;;#ConstituyenteVA #LaPazExigeDialogo;"868104449184604163";https://twitter.com/MariaJ1992/status/868104449184604163
revodeizquierda;2017-05-26 10:00;0;0;"Con la derecha NADA!!! Por la revolución hasta la vida!! #ConstituyenteVA #LaPazExigeDialogo";;;#ConstituyenteVA #LaPazExigeDialogo;"868104445929832448";https://twitter.com/revodeizquierda/status/868104445929832448
AMITABEROS;2017-05-26 09:45;0;0;"guerreros o mierderos? #ConstituyenteVA ♪al preso nro 9 ya lo van a condenar y en esta triste celda estoy♪";;;#ConstituyenteVA;"868100794863759361";https://twitter.com/AMITABEROS/status/868100794863759361
Juan_Dugarte;2017-05-26 09:45;116;4;"La #ConstituyenteVa a fortalecer la democracia participativa y protagónica de nuestro amado pueblo... @NicolasMaduro pic.twitter.com/7lt9TBZ1pz";;@NicolasMaduro;#ConstituyenteVa;"868100712043073536";https://twitter.com/Juan_Dugarte/status/868100712043073536
yhonifrensalaza;2017-05-26 09:40;0;0;"dudar también es traición no estamos en tiempo de dudar #ConstituyenteVa";;;#ConstituyenteVa;"868099620030828544";https://twitter.com/yhonifrensalaza/status/868099620030828544
raficampos;2017-05-26 09:34;1;0;"Por qué no pedirán el video donde la nueva mari cori llamó a los Sres. de la oposición a descargar su "arrechera"? #ConstituyenteVA";;;#ConstituyenteVA;"868098074060738560";https://twitter.com/raficampos/status/868098074060738560
Aguacaticosj;2017-05-26 09:32;0;0;"#ConstituyenteVA Que viva la revolucion bolivariana Que viva chavez y @NicolasMaduro";;@NicolasMaduro;#ConstituyenteVA;"868097517426180096";https://twitter.com/Aguacaticosj/status/868097517426180096
seniatapaval;2017-05-26 09:29;7;2;"#FelizViernes y #FelizFinDeSemana amigos. Iniciamos nuestra jornada con entusiasmo para construir la Patria Grande #ConstituyenteVA . pic.twitter.com/Ybv2VHLyDM";;;#FelizViernes #FelizFinDeSemana #ConstituyenteVA;"868096642142097408";https://twitter.com/seniatapaval/status/868096642142097408
evaristopsuv;2017-05-26 09:24;0;0;"Retweeted #TropaDePaz2017 ( @RoaJorge1 ): Lloren chiillen o pataleen la #ConstituyenteVA y punto..... http:// fb.me/1bTHVCVBl";;@RoaJorge1;#TropaDePaz2017 #ConstituyenteVA;"868095394026315776";https://twitter.com/evaristopsuv/status/868095394026315776
LegalMercalPort;2017-05-26 09:13;0;0;"#ConstituyenteVA https:// twitter.com/AC_isback/stat us/868092144770314247 …";;;#ConstituyenteVA;"868092793297809409";https://twitter.com/LegalMercalPort/status/868092793297809409
LegalMercalPort;2017-05-26 09:13;0;0;"#ConstituyenteVA https:// twitter.com/AC_isback/stat us/868091024593350656 …";;;#ConstituyenteVA;"868092608844894208";https://twitter.com/LegalMercalPort/status/868092608844894208
LegalMercalPort;2017-05-26 09:11;1;1;"#26May #LaPazExigeDiálogo La Misión Alimentación presente y la #ConstituyenteVA pic.twitter.com/53lNiNDtk5";;;#26May #LaPazExigeDi #ConstituyenteVA;"868092142719205379";https://twitter.com/LegalMercalPort/status/868092142719205379
franciscoprojas;2017-05-26 09:10;0;0;"A salir por la patria, y porque la #ConstituyenteVA !!!! la que no va pal baile es la MUD";;;#ConstituyenteVA;"868091852687196160";https://twitter.com/franciscoprojas/status/868091852687196160
llovizna1047fm;2017-05-26 09:06;0;0;"#RevoluciónViva #ConstituyenteVA https:// twitter.com/MercalOficial/ status/868085603237343232 …";;;#Revoluci #ConstituyenteVA;"868090966992986113";https://twitter.com/llovizna1047fm/status/868090966992986113
sedefanb;2017-05-26 09:02;0;0;"#FelizViernes @NicolasMaduro “Hay que soñar en grande y con la Revolución hay que hacer las cosas en grande” #ConstituyenteVA @DPresidencia pic.twitter.com/NCamWqcsw8";;@NicolasMaduro @DPresidencia;#FelizViernes #ConstituyenteVA;"868089840843333632";https://twitter.com/sedefanb/status/868089840843333632
