username;date;retweets;favorites;text;geo;mentions;hashtags;id;permalink
DiputadoAngelR;2017-06-29 17:29;0;0;"La #Constituyenteva porque es la única vía para buscar la #paz de nuestro #país @NicolasMaduro @JauaMiranda ... http:// fb.me/8Vwsm1IrF";;@NicolasMaduro @JauaMiranda;#Constituyenteva #paz #pa;"880538808864956420";https://twitter.com/DiputadoAngelR/status/880538808864956420
DiputadoAngelR;2017-06-29 17:29;0;0;"La #Constituyenteva porque es la única vía para buscar la #paz de nuestro #país @NicolasMaduro @JauaMiranda @dcabellor @taniapsuv pic.twitter.com/wweou4PTBi";;@NicolasMaduro @JauaMiranda @dcabellor @taniapsuv;#Constituyenteva #paz #pa;"880538775360765952";https://twitter.com/DiputadoAngelR/status/880538775360765952
MujeresPazYvida;2017-06-29 16:06;8;2;"Para ganar la paz verdadera debe garantizarse el acceso efectivo de las mujeres a la justicia de género #ConstituyenteVa pic.twitter.com/Ph7ubSMqgg";;;#ConstituyenteVa;"880517865081843712";https://twitter.com/MujeresPazYvida/status/880517865081843712
Leovimildo;2017-06-29 16:04;142;37;"El primer decreto de la ANC debe ser ELIMINAR UN CERO a todos los precios, por el robo que hacen comerciantes al pueblo! #ConstituyenteVa";;;#ConstituyenteVa;"880517407869153280";https://twitter.com/Leovimildo/status/880517407869153280
PSUVMujeres;2017-06-29 14:34;14;8;"#PropuestasMujeres erradicar toda forma de violencia contra la mujer en cualquiera de sus manifestaciones #ConstituyenteVa pic.twitter.com/tXzVITnaX6";;;#PropuestasMujeres #ConstituyenteVa;"880494776205930496";https://twitter.com/PSUVMujeres/status/880494776205930496
17Adelaida;2017-06-29 13:24;2;0;"Voy a pedir a #DrJoseGregorioHernandez ayude a la #DerechaTerroristaAsesina y le cure todos los males cerebrales que tienen #ConstituyenteVa";;;#DrJoseGregorioHernandez #DerechaTerroristaAsesina #ConstituyenteVa;"880477129326067712";https://twitter.com/17Adelaida/status/880477129326067712
mmdbaeblara;2017-06-29 13:08;2;2;"@NicolasMaduro marchamos x la PAZ y el Amor a la Patria McpioAndrésEloyBlanco-Lara #ConstituyenteVa @madredelbarrio pic.twitter.com/0M0el7VFDM";;@NicolasMaduro @madredelbarrio;#ConstituyenteVa;"880472979255308288";https://twitter.com/mmdbaeblara/status/880472979255308288
SENIAT_LLANOS;2017-06-29 12:47;34;4;"En el #SeniatNadaNosDetiene trabajamos para la inversión social y desarrollo de la Venezuela potencia la #ConstituyenteVa ¡Viva la Patria! https:// twitter.com/jdavidcabello/ status/880072094637322240 …";;;#SeniatNadaNosDetiene #ConstituyenteVa;"880467834719088640";https://twitter.com/SENIAT_LLANOS/status/880467834719088640
MisionRibasCARN;2017-06-29 12:39;0;0;"Tremendo acto en el poliedro movimientos sociales del Congreso de la Patria junto al Pdte @NicolasMaduro #SomosVenezuela #ConstituyenteVa https:// twitter.com/pinfantepsuv/s tatus/879804295050403840 …";;@NicolasMaduro;#SomosVenezuela #ConstituyenteVa;"880465786149752832";https://twitter.com/MisionRibasCARN/status/880465786149752832
MisionRibasCARN;2017-06-29 12:31;0;1;"#AsiFué Encuentro Nacional de Directores Estadales de Asuntos Públicos de la Misión Ribas en #Ccs #SomosVenezuela #ConstituyenteVa https:// twitter.com/MIRibasBolivar /status/879813912018997248 …";;;#AsiFu #Ccs #SomosVenezuela #ConstituyenteVa;"880463847571816448";https://twitter.com/MisionRibasCARN/status/880463847571816448
emsomavar;2017-06-29 12:07;0;0;"#VenezuelaVotaEn31Días #ConstituyenteVa #Vargas #29Junio https:// twitter.com/sundde_ve/stat us/880431013490503680 …";;;#VenezuelaVotaEn31D #ConstituyenteVa #Vargas #29Junio;"880457802896093184";https://twitter.com/emsomavar/status/880457802896093184
Jr_551;2017-06-29 09:40;1;2;"Bolívariano y chavista firme leal rodilla en tierra y como dijo el comandante gavilan no casa mosca #constituyenteva";;;#constituyenteva;"880420721763155968";https://twitter.com/Jr_551/status/880420721763155968
CorpoelecVargas;2017-06-29 09:07;0;0;"2/2 En la estatal eléctrica trabajamos para servirle y ofrecerles un servicio eficiente y de calidad. #HaciaLaConstituyente #ConstituyenteVa";;;#HaciaLaConstituyente #ConstituyenteVa;"880412440760025088";https://twitter.com/CorpoelecVargas/status/880412440760025088
Iralva3;2017-06-29 09:05;1;1;"La Constituyente es garantía de paz #VenezuelaHoraDeLealtad #ConstituyenteVa pic.twitter.com/qPh5Xmfb12";;;#VenezuelaHoraDeLealtad #ConstituyenteVa;"880412012651610113";https://twitter.com/Iralva3/status/880412012651610113
