username;date;retweets;favorites;text;geo;mentions;hashtags;id;permalink
ppvenez;2017-06-29 19:43;0;0;"#SOSVenezuela https:// twitter.com/leonardo_padro n/status/880558245034680320 …";;;#SOSVenezuela;"880572469123325954";https://twitter.com/ppvenez/status/880572469123325954
nelsondenobrega;2017-06-29 19:43;0;0;"#SOSVenezuela @BBCBreaking @euronews @RFI_Espanol @Europarl_ES @FrancoDeVita @Cristiano @lemondefr @nytimesworld @cnnbrk @dwnews @rtppt https:// twitter.com/VandarX1/statu s/880533166053830656 …";;@BBCBreaking @euronews @RFI_Espanol @Europarl_ES @FrancoDeVita @Cristiano @lemondefr @nytimesworld @cnnbrk @dwnews @rtppt;#SOSVenezuela;"880572351175380993";https://twitter.com/nelsondenobrega/status/880572351175380993
mtovarm831;2017-06-29 19:42;0;0;"#UltimatumAlRegimen #SOSVenezuela https:// twitter.com/alfredoromero/ status/880569888938405888 …";;;#UltimatumAlRegimen #SOSVenezuela;"880572315888701440";https://twitter.com/mtovarm831/status/880572315888701440
gabygump;2017-06-29 19:42;0;0;"#FoxNews #OEA #DDHH #SOSVZLA #SOSVenezuela #MaduroAsesino #GNB #CNN #represion #cala #tve #vtv #milicos #fachos #ABCNoticias #BBC #vivoplay https:// twitter.com/GabyGabyGG/sta tus/880511838882025472 …";;;#FoxNews #OEA #DDHH #SOSVZLA #SOSVenezuela #MaduroAsesino #GNB #CNN #represion #cala #tve #vtv #milicos #fachos #ABCNoticias #BBC #vivoplay;"880572261186637824";https://twitter.com/gabygump/status/880572261186637824
LadybugDVQ;2017-06-29 19:42;0;0;"https:// youtu.be/SMrBliXFd8M #SOSVENEZUELA #NO + DICTADURA #NO + REPRESION";;;#SOSVENEZUELA #NO #NO;"880572186272169985";https://twitter.com/LadybugDVQ/status/880572186272169985
surfishing;2017-06-29 19:42;0;0;"@CNNVenezuela @Almagro_OEA2015 @ONU_derechos @ONU_es @OEA_oficial @marcorubio @tutoquiroga @oariascr @mauriciomacri #SOSVenezuela #SOS https:// twitter.com/albertort51/st atus/880537380666703872 …";;@CNNVenezuela @Almagro_OEA2015 @ONU_derechos @ONU_es @OEA_oficial @marcorubio @tutoquiroga @oariascr @mauriciomacri;#SOSVenezuela #SOS;"880572144068984833";https://twitter.com/surfishing/status/880572144068984833
info_vecino;2017-06-29 19:42;3;0;"#Denuncia #DDHH #SosVenezuela https:// twitter.com/JuanGaranton/s tatus/880534244291788800 …";;;#Denuncia #DDHH #SosVenezuela;"880572117212954624";https://twitter.com/info_vecino/status/880572117212954624
pensando_inc;2017-06-29 19:41;0;0;"Si quiere ver fascismo ver el caso de Venezuela #SOSVenezuela pic.twitter.com/cvDxzFv0iY";;;#SOSVenezuela;"880572063387443204";https://twitter.com/pensando_inc/status/880572063387443204
lasonerita;2017-06-29 19:41;0;0;"#SosVenezuela RT @NoticiasVenezue : +FOTOS| AHORA| Reprimen a manifestantes para evitar que tomen (cont) http:// tl.gd/nnta7b";;@NoticiasVenezue;#SosVenezuela;"880572055758020610";https://twitter.com/lasonerita/status/880572055758020610
nathy2050;2017-06-29 19:41;0;0;"LMAO!!!!! Te quedó buenísima! #sosVenezuela https:// twitter.com/perpetuok/stat us/880505636437491712 …";;;#sosVenezuela;"880571909905289216";https://twitter.com/nathy2050/status/880571909905289216
Mariachituntun;2017-06-29 19:41;0;0;"@Almagro_OEA2015 @TAMARA_SUJU @ONU_derechos @marcorubio @POTUS #SOSVenezuela https:// twitter.com/MariaCorinaYA/ status/880570826453602307 …";;@Almagro_OEA2015 @TAMARA_SUJU @ONU_derechos @marcorubio @POTUS;#SOSVenezuela;"880571846076354561";https://twitter.com/Mariachituntun/status/880571846076354561
golcar1;2017-06-29 19:40;1;0;"La represión de la dictadura en Loma Linda y Llano Alto #Maracaibo #sosvenezuela";;;#Maracaibo #sosvenezuela;"880571735749402625";https://twitter.com/golcar1/status/880571735749402625
CeciliaZumbaFan;2017-06-29 19:40;0;0;"#SOSVenezuela #UltimátumAlRégimen https:// twitter.com/adn_maye/statu s/880511650268418051 …";;;#SOSVenezuela #Ultim;"880571708062740480";https://twitter.com/CeciliaZumbaFan/status/880571708062740480
taniacsintjago;2017-06-29 19:40;0;0;"#MaduroAsesino #TerrorismoDeEstadoVenezuela #SosVenezuela https:// twitter.com/fernandoamandi /status/880534353003937792 …";;;#MaduroAsesino #TerrorismoDeEstadoVenezuela #SosVenezuela;"880571679054999552";https://twitter.com/taniacsintjago/status/880571679054999552
taniacsintjago;2017-06-29 19:39;0;0;"#MaduroAsesino #TerrorismoDeEstadoVenezuela #SosVenezuela https:// twitter.com/elnacionalweb/ status/880568345644244992 …";;;#MaduroAsesino #TerrorismoDeEstadoVenezuela #SosVenezuela;"880571510817255425";https://twitter.com/taniacsintjago/status/880571510817255425
MaduroEggHead;2017-06-29 19:39;0;0;"@Almagro_OEA2015 montaron el teatro de autogolpe para matar mas inocentes #SOSVenezuela #MaduroAsesino @soyfdelrincon @jaimebayly https:// twitter.com/Team_AntiRojos /status/880563082166251520 …";;@Almagro_OEA2015 @soyfdelrincon @jaimebayly;#SOSVenezuela #MaduroAsesino;"880571482908368896";https://twitter.com/MaduroEggHead/status/880571482908368896
taniacsintjago;2017-06-29 19:38;0;0;"#MaduroAsesino #TerrorismoDeEstadoVenezuela #SosVenezuela https:// twitter.com/rctvnoticias/s tatus/880568388266930176 …";;;#MaduroAsesino #TerrorismoDeEstadoVenezuela #SosVenezuela;"880571302872010752";https://twitter.com/taniacsintjago/status/880571302872010752
taniacsintjago;2017-06-29 19:38;0;0;"#MaduroAsesino #TerrorismoDeEstadoVenezuela #SosVenezuela https:// twitter.com/elnacionalweb/ status/880568413390643200 …";;;#MaduroAsesino #TerrorismoDeEstadoVenezuela #SosVenezuela;"880571195837616130";https://twitter.com/taniacsintjago/status/880571195837616130
Allenvivas;2017-06-29 19:37;0;0;"#SOSVenezuela #29Jun #YoSoyLibertador #TeamHDP #LaListaJustin #TeamVene10 #Guayana #Tachira #Merida #Caracas #Valencia #Carabobo #Zulia https:// twitter.com/criolloacido/s tatus/880182316647145472 …";;;#SOSVenezuela #29Jun #YoSoyLibertador #TeamHDP #LaListaJustin #TeamVene10 #Guayana #Tachira #Merida #Caracas #Valencia #Carabobo #Zulia;"880571059694698496";https://twitter.com/Allenvivas/status/880571059694698496
mararubiamedes;2017-06-29 19:37;0;0;"#SOSVenezuela pic.twitter.com/I73ULi4LVy";;;#SOSVenezuela;"880571030665932800";https://twitter.com/mararubiamedes/status/880571030665932800
mariojrojasr;2017-06-29 19:36;3;1;"#29Jun Indignación e impotencia, vergüenza le debería de dar ante tales aberraciones PNB @fdelrinconCNNE #SOSVenezuela #Anonymous https:// twitter.com/paolucci40/sta tus/880538419339739136 …";;@fdelrinconCNNE;#29Jun #SOSVenezuela #Anonymous;"880570589127335936";https://twitter.com/mariojrojasr/status/880570589127335936
mayrala01552083;2017-06-29 19:35;0;0;"@Almagro_OEA2015 @ONU_es #SOSVENEZUELA #MaduroAsesino @GNBASESINOS #PNBAsesinos https:// twitter.com/elcitizen/stat us/880469406299676672 …";;@Almagro_OEA2015 @ONU_es @GNBASESINOS;#SOSVENEZUELA #MaduroAsesino #PNBAsesinos;"880570518411374592";https://twitter.com/mayrala01552083/status/880570518411374592
cosmerojas3;2017-06-29 19:35;0;0;"#SOSVenezuela Un par de indeseables en Venezuela y el mundo entero. https:// twitter.com/Unionradionet/ status/880569071179153408 …";;;#SOSVenezuela;"880570509716594688";https://twitter.com/cosmerojas3/status/880570509716594688
lialcomo;2017-06-29 19:35;0;0;"#SoSVenezuela";;;#SoSVenezuela;"880570359162056704";https://twitter.com/lialcomo/status/880570359162056704
ArepaAtomica;2017-06-29 19:34;0;0;"#SOSVenezuela @Almagro_OEA2015 Impunidad de las fuerzas policiales https:// twitter.com/ANDRES_CANO42/ status/880533192830197760 …";;@Almagro_OEA2015;#SOSVenezuela;"880570300081078274";https://twitter.com/ArepaAtomica/status/880570300081078274
SilvaClarisa;2017-06-29 19:34;0;0;"#SOSVenezuela http:// fb.me/3Ko8l5ym2";;;#SOSVenezuela;"880570226068291585";https://twitter.com/SilvaClarisa/status/880570226068291585
Allenvivas;2017-06-29 19:34;1;0;"#SOSVenezuela #29Jun #YoSoyLibertador #TeamHDP #LaListaJustin #TeamVene10 #Guayana #Tachira #Merida #Caracas #Valencia #Carabobo #Zulia https:// twitter.com/maticadesemeru c/status/880560746093985794 …";;;#SOSVenezuela #29Jun #YoSoyLibertador #TeamHDP #LaListaJustin #TeamVene10 #Guayana #Tachira #Merida #Caracas #Valencia #Carabobo #Zulia;"880570217965002752";https://twitter.com/Allenvivas/status/880570217965002752
info_vecino;2017-06-29 19:34;1;1;"#SosVenezuela son muchachos #Ddhh @Axeldellolio @sandraacta00 @Carmensoler9 @Pontifex_es @BoseOfficial @OEA_oficial @ONU_derechos https:// twitter.com/AlbertoRT51/st atus/880517955431387136 …";;@Axeldellolio @sandraacta00 @Carmensoler9 @Pontifex_es @BoseOfficial @OEA_oficial @ONU_derechos;#SosVenezuela #Ddhh;"880570164382773253";https://twitter.com/info_vecino/status/880570164382773253
